nom,nom,nom,nom,num,num,
A,S,J,O,CC,APL,R
0,1,0,1,0.703331238,2.823765389,1
0,0,1,0,0.683413627,2.808134504,0
0,1,1,1,0.692825112,2.752226721,1
0,1,1,1,0.692872438,2.752903052,1
1,1,1,1,0.698176292,2.6990134,1
0,1,0,1,0.698268004,2.698513175,1
0,1,0,1,0.692825112,2.752226721,1
1,1,1,1,0.683413627,2.807911001,1
1,1,1,1,0.683413627,2.807911001,1
0,1,1,0,0.684258142,2.808545918,0
1,1,1,1,0.70653789,2.824368206,1
1,0,1,0,0.683413627,2.807911001,0
1,1,1,1,0.698176292,2.6990134,1
0,0,1,0,0.683413627,2.808134504,0
1,1,0,1,0.683413627,2.808134504,1
0,0,1,0,0.683413627,2.808134504,0
0,1,0,1,0.683413627,2.807911001,1
1,0,0,0,0.68332022,2.808358061,0
